"ids","Alternate Dictionaries ","Computed Column Code ","Converted From ","Data Element Synonym ","Data Element Synonym Xref ","Data Type ","Database Usage Type ","Default Display Secure ","Default Display Size ","Default Input Processing ","Default Input Prompt ","Default Justification ","Default Mask ","Default Output Processing ","Default Sample Data ","Default Zero Pad ","Derived Sec Ptr ","Displayed By Xref ","Dt1 ","Dt2 ","Dt3 ","Dt4 ","Dt5 ","Element Assoc Name ","Element Assoc Type ","Element Pointed From ","Element Pointed To ","Field Placement ","I Descriptor ","Index Assn Name ","Index Assn Placement ","Inform Conversion String ","Inform Format String ","Input Prompt Location ","Input Prompt Variable ","Internal Computations ","Just Pad Character ","Key Counter Source ","Logical File Alias ","Lookup Prompt ","Maximum Storage Size ","Modified By Xref ","Permanent Demand Elements ","Permanent Demand Keys ","Permanent Demand Write ","Permanent Init Inserts ","Pointer Deletion Strategy ","Purpose ","Relation File Name ","Relfile Keybuild Strategy ","Report Header ","Sce From Files ","Sce Link Attrs ","Sce Link Subrs ","Sce Recalc Flag Field ","Sce Status Flag ","Sce Subr Args ","Sce Subr Name ","Sce Subr Sources ","Sce To Files ","Sce Trigger Cdds ","Snapshots ","Source ","Sql Compliant Name ","Synonym Field Delimiter ","Synonym Field Position ","Toolcdd Add Date ","Toolcdd Add Operator ","Toolcdd Auto Xref Files ","Toolcdd Auto Xref Keys ","Toolcdd Change Date ","Toolcdd Change Operator ","Toolcdd Demand Subrs ","Toolcdd Dict Changed Ver ","Toolcdd Idesc Smtype ","Toolcdd Lkup Add Mode ","Toolcdd Lkup Arg Var ","Toolcdd Lkup Attr Table ","Toolcdd Lkup Crnt Id Var ","Toolcdd Lkup File Inherit ","Toolcdd Lkup File Name ","Toolcdd Lkup Id List Var ","Toolcdd Lkup Limit New Size ","Toolcdd Lkup Nk Add Option ","Toolcdd Lkup Nk At Once ","Toolcdd Lkup Not Found Hook ","Toolcdd Lkup Post Reso Hook ","Toolcdd Lkup Pre Reso Hook ","Toolcdd Lkup Prompt Text ","Toolcdd Lkup Rec Add Hook ","Toolcdd Lkup Rec Found Hook ","Toolcdd Lkup Reso Hook ","Toolcdd Lkup Sel Conn ","Toolcdd Lkup Sel Field ","Toolcdd Lkup Sel Rel Opcode ","Toolcdd Lkup Sel Stmt ","Toolcdd Lkup Sel Value ","Toolcdd Lkup Sort Fields ","Toolcdd Lkup Sort Order ","Toolcdd Valid Platforms ","Truncation Flag ","Validation Table ","Validation Zero Fill Size ","Views "
"APPLICATION.SHORT.NAME","","","","","","","K","N","6","$UC","Application Short Name","L","","","COLL","N","","","","","","","","","","","","0","","","","","6L","","","","","","","","6","","","","","","","The identifier for an application.","","","","","","","","","","","","","","","APPL.CTL","APPLICATION_SHORT_NAME","","0","1988-07-12","RGH","","","","","","","","N","","","","","","","","","","","","","","","","","","","","","","","","","N","","0","APPL_CTL_SQL"
"APPLICATION.TOOL.PATH","","","","","","","D","N","35","$UC","Remote Path to ENVISION Account","L","","","TOOL.REL>ENVISION","N","","","","","","","","","","","","9","","","","","35L","","","","","","","","35","","","","","","","Path this application should use to find the master, toolset account (ENVISION).","","","","","","","","","","","","","","","APPL.CTL","APPLICATION_TOOL_PATH","","0","1989-10-18","RGH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0","APPL_CTL_SQL"
"APPLICATION.TOP.RIGHT.HDR","","","","","","","D","N","21","","Menu's Top Right Header","L","","","General Ledger","N","","","","","","","","","","","","3","","","","","21L","","","","","","","","30","","","","","","","The string to be placed in an application's top right, corner.","","","","","","","","","","","","","","","APPL.CTL","APPLICATION_TOP_RIGHT_HEADER","","0","1988-07-12","RGH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0","APPL_CTL_SQL"
"APPLICATION.UT.PATH","","","","","","","D","N","35","$UC","Remote Path to (UT)ilities Account","L","","","TOOL.REL>UT2","N","","","","","","","","","","","","8","","","","","35L","","","","","","","","35","","","","","","","Path to the master account for UT","","","","","","","","","","","","","","","APPL.CTL","APPLICATION_UT_PATH","","0","1989-10-18","RGH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0","APPL_CTL_SQL"
"APPLICATION.VERSION","","","","","","","D","N","8","","Current Version Number","L","","","10.0","N","","","","","","","","","","","","5","","","","","8L","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","APPL.CTL","APPLICATION_VERSION","","0","1988-07-12","RGH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0","APPL_CTL_SQL"
"APPLPRM.DATA.REMOTE","","","","","","","D","","35","","REMOTES file path to DATA files","L","","","","","","","","","","","","","","","","6","","","","","35L","","","","","","","","35","","","","","","","This field store the default path where application data, files are to be created.","","","","","","","","","","","","","","","APPLPRM","APPLPRM_DATA_REMOTE","","0","1990-04-18","ALEX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","APPLPRM_SQL"
"APPLPRM.DICT.REMOTE","","","","","","","D","","20","","","L","","","","","","","","","","","","","","","","7","","","","","20L","","","","","","","","20","","","","","","","Account specific default where the applications, dictionaries should be created","","","","","","","","","","","","","","","APPLPRM","APPLPRM_DICT_REMOTE","","0","1990-04-18","ALEX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","APPLPRM_SQL"
"APPLPRM.ENTRY.PROC","","","","","","","D","","30","","","L","","","","","","","","","","","","","","","","5","","","","","30L","","","","","","","","30","","","","","","","This cataloged subroutine will be execute before the, application starts","","","","","","","","","","","","","","","APPLPRM","APPLPRM_ENTRY_PROC","","0","1990-04-18","ALEX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","APPLPRM_SQL"
"APPLPRM.EXIT.PROC","","","","","","","D","","30","","","L","","","","","","","","","","","","","","","","8","","","","","30L","","","","","","","","30","","","","","","","This cataloged subroutine will be run immediately after, the application completes and exits","","","","","","","","","","","","","","","APPLPRM","APPLPRM_EXIT_PROC","","0","1990-04-18","ALEX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","APPLPRM_SQL"
"APPLPRM.HIERARCHY","","","","","","","L","","4","","","L","","","","","","","","","","","","","","","","3","","","","","4L","","","","","","","","4","","","","","","","The application chain from this application to UT.","","","","","","","","","","","","","","","APPLPRM","APPLPRM_HIERARCHY","","0","1990-04-18","ALEX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","APPLPRM_SQL"
"APPLPRM.KEY","","","","","","","K","","11","","","L","","","","","","","","","","","","","","","","0","","","","","11L","","","","","","","","11","","","","","","","key APPLICATION to applprm logical file.","","","","","","","","","","","","","","","APPLPRM","APPLPRM_KEY","","0","1990-04-19","STEVEN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0","APPLPRM_SQL"
"APPLPRM.LONG.NAME","","","","","","","D","","20","","","L","","","","","","","","","","","","","","","","1","","","","","20L","","","","","","","","20","","","","","","","Descriptive name of an application.","","","","","","","","","","","","","","","APPLPRM","APPLPRM_LONG_NAME","","0","1990-04-18","ALEX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","APPLPRM_SQL"
"APPLPRM.MODULES","","","","","","","L","","4","","","L","","","BGT","","","","","","","","","","","","","4","","","","","4L","","","","","","","","4","","","","","","","This is the master list of valid modules for the, application.","","","","","","","","","","","","","","","APPLPRM","APPLPRM_MODULES","","0","1990-04-18","ALEX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","APPLPRM_SQL"
"APPLPRM.VERSION","","","","","","","D","","5","","","L","","","10.0","","","","","","","","","","","","","2","","","","","5L","","","","","","","","5","","","","","","","Enter the current release version number of the, application.","","","","","","","","","","","","","","","APPLPRM","APPLPRM_VERSION","","0","1990-04-18","ALEX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","APPLPRM_SQL"
"ASSIGN.COUNT","","string xResult1; , string xResult2; , xResult1 = SLocateAssocElement(""ASSIGN"", (vlScrcioRdotReason).ToDelimitedString((253).Char()));, if (((real)xResult1) > 0) {,  xResult2 = vlScrcioRdotCount[((int)xResult1)];, } else {,  xResult2 = ((string)0);, }, return xResult2;","","","","","I","","4","","","R","","","","","","","","","","","","","","","","0","SUBR(""S.LOCATE.ASSOC.ELEMENT"",""ASSIGN"",SCRCIO.RDOT.REASON);, IF @1 GT 0 THEN (EXTRACT(SCRCIO.RDOT.COUNT,1,@1,0)) ELSE (0)","","","","4R","","","","","","","","0","","SCRCIO.RDOT.COUNT, SCRCIO.RDOT.REASON","","","","","Displays the number of assignment to RDOTs.","","","ASSIGN Count","","","","","","","","","","","","SCAN.CODE.RESULTS","","","0","2003-04-29","TXE","","","","","S.LOCATE.ASSOC.ELEMENT","","S","","","","","","","","","","","","","","","","","","","","","","","","","U","","","0",""
"ASSOC.CONVERTED.FROM","","","","","","","D","N","15","$UC","","L","","$UC","GLSUBFL","N","","","","","","","","","","","","84","","","","","15L","","","","","","","","0","","","","","","","For non-EBS associations, the name of the association, in its original file (for Classic Colleague)","","","","","","","","","","","","","","","TOOLFILE","ASSOC_CONVERTED_FROM","","0","1992-08-28","RGH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0","TOOLFILE_SQL"
"ASSOC.FLAG","","","","","","","D","","1","EDITED.DATA = 'A'","","L","","","","","","","","","","","","","","","","3","","","","","1L","","","","","","","","0","","","","","","","(Always 'A' to signal that this is an ASSOC (subfile) descr","","","","","","","","","","","","","","","TOOLASSN","ASSOC_FLAG","","0","1987-10-08","RGH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","TOOLASSN_SQL"
"ASSOC.LONG.NAME","","","","","","","D","","28","$UC","","L","","","","","","","","","","","","","","","","1","","","","","28L","","","","","","","","0","","","","","","","Long name for this subfile","","","","","","","","","","","","","","","TOOLASSN","ASSOC_LONG_NAME","","0","1987-10-08","RGH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","TOOLASSN_SQL"
"ASSOC.PURPOSE","","","","","","","L","","70","","Description","L","","","","","","","","","","","","","","","","2","","","","","70L","","","","","","","","0","","","","","","","Description of the purpose for this subfile","","","","","","","","","","","","","","","TOOLASSN","ASSOC_PURPOSE","","0","1987-10-08","RGH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","TOOLASSN_SQL"
"ASSOCIATED.COFILES","","","","","","","L","N","32","","Associated Cofiles","L","","","FACULTY","N","","","","","","","","","","","","89","","","","","32L","","","","","","","","20","","","","","","","","","","","","","","","","","","","","","","TOOLFILE","ASSOCIATED_COFILES","","0","1995-02-07","RGH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0","TOOLFILE_SQL"
"ASSOCIATION.CONTROLLER","","","","","","","D","","28","$UC","Controlling Element","L","","","","","","","","","","","","","","","","12","","","","","28L","","","","","","","","0","","","","","","","Data element to be used as controller to this assoc (opt)","","","","","","","","","","","","","","","TOOLASSN","ASSOCIATION_CONTROLLER","","0","1987-10-08","RGH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","TOOLASSN_SQL"
"ASSOCIATION.DIRECTION","","","","","","","D","","25","","Default Association Direction","L","","TRANSLATE ' '","AL Ascending Left","","","","","","","","","","","","","43","","","","","25L","","","","","","","","2","","","","","","","This the default sort order for an association: AL, DR,, AR, DL.","","","","","","","","","","","","","","","TOOLASSN","ASSOCIATION_DIRECTION","","0","1989-12-13","RGH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","$VR.ASSOCIATION.DIRECTIONS","0","TOOLASSN_SQL"
"ASSOCIATION.IDESCS","","","","","","","L","","12","","Associated Virtual Fields","L","","","MVASSOC","","","","","","","","","","","","","34","","","","","12L","","","","","","","","12","","","","","","","List of virtual fields declared for an association","","","","","","","","","","","","","","","TOOLASSN","ASSOCIATION_IDESCS","","0","1991-02-11","RGH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","TOOLASSN_SQL"
"ASSOCIATION.LIMIT","","","","","","N","D","","4","","","R","","","10","","","","N","0","N","N","","","","","","76","","","","MD0","4R","","","","","","","","4","","","","","","","If you wish to limit the number of associations stored, you may indicate that value here.  For example if you, have date/operator stamping that is an assocation you, may wish to limit it to prevent the list from getting, extremely large.","","","","","","","","","","","","","","","TOOLASSN","ASSOCIATION_LIMIT","","0","1991-01-23","ALEX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","TOOLASSN_SQL"
"ASSOCIATION.MEMBERS","","","","","","","L","","28","$UC","Associated Data Elements","L","","","GEN.LEDGER.FIELD","","","","","","","","","","","","","10","","","","","28L","","","","","","","","0","","","","","","","List of the DATA.ELEMENTS present in this subfile (assn)","","","","","","","","","","","","","","","TOOLASSN","ASSOCIATION_MEMBERS","","0","1987-10-08","RGH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","TOOLASSN_SQL"
"ASSOCIATION.MODULE.LIST","","","","","","","L","","25","","Release Modules","L","","","GL","","","","","","","","","","","","","38","","","","","25L","","","","","","","","6","","","","","","","This is a list of the modules in which this file appears., It is used during release to determine the HELP, RFSPECS,, and CREATE.FILE paragraph contents.","","","","","","","","","","","","","","","TOOLASSN","ASSOCIATION_MODULE_LIST","","0","1991-01-21","ALEX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","$VR.ALL.MODULES","0","TOOLASSN_SQL"
"ASSOCIATION.NAME","","","","","","","K","","20","$UC","Sub-file LookUp","L","","","PRCSWNDW","N","","","","","","","","","","","","0","","","","","20L","","","","","","","","20","","","","","","","Name of an association or subfile","","","","","","","","","","","","","","","TOOLASSN","ASSOCIATION_NAME","","0","1987-11-06","RGH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0","TOOLASSN_SQL"
"ASSOCIATION.PHYSICAL.FILE","","","","","","","D","","25","$UC","Association's Host File","L","","","","","","","","","","","","","","","","8","","","","","25L","","","","","","","","25","","","","","","","File (dictionary) in which this ASSOC is defined","","","","","","","","","","","","","","","TOOLASSN","ASSOCIATION_PHYSICAL_FILE","","0","1987-10-08","RGH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0","TOOLASSN_SQL"
"ASSOCIATION.STATUS","","","","","","","D","","20","","Release Status","L","","TRANSLATE ' '","Releasable","","","","","","","","","","","","","39","","","","","20L","","","","","","","","1","","","","","","","This field determines whether a file is to be, included on release tapes.","","","File Status","","","","","","","","","","","","TOOLASSN","ASSOCIATION_STATUS","","0","2004-01-29","TLG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","$VR.PROCESS.STATUSES","1","TOOLASSN_SQL"
"ATGENSDF.DATA","","","","","","","D","","32","","","L","","","","","","","","","","","","","","","","1","","","","","32L","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","ATGENSDF","","","0","1993-08-10","ALEX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",""
"ATGENSDF.KEY","","","","","","","K","","32","","","L","","","","","","","","","","","","","","","","0","","","","","32L","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","ATGENSDF","","","0","1993-08-10","ALEX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",""
"AUTO.XREF.ELEMENTS","","","","","","","L","N","32","$UC","","L","","","LAST.NAME","N","","","","","","","","","","","","132","","","","","32L","","","","","","","","32","","","","","","","Indicates which translate idescriptors the system, builds in this file pointing to fields in other files., These hold CDD elements which contain further data, about the foreign elements file file and position","","","","","","","","","","","","","","","TOOLFILE","","","0","1998-08-06","RGH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0",""
"AVERAGE.RECORD.LENGTH","","","","","","N","D","N","4","","Est Record Size","R","","","","N","","","N","0","N","N","","","","","","5","","","","MD0","4R","","","","","","","","6","","","","","","","Calculated length of a record based on CDD storage sizes","","","","","","","","","","","","","","","TOOLFILE","AVERAGE_RECORD_LENGTH","","0","1987-08-21","RGH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","0","TOOLFILE_SQL"
"B2CMAP.ID","","","","","","","K","","10","","","L","","","","","","","","","","","","","","","","0","","","","","10L","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","B2CMAP","B2CMAP_ID","","0","1994-10-10","CT7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","B2CMAP_SQL"
"B2CMAP.LONG.FILE","","","","","","","A","","20","","","L","","","","","","","","","","","","B2CMAP.FILES","K","","","1","","","","","20L","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","B2CMAP","B2CMAP_LONG_FILE","","0","1994-10-10","CT7","","","","","","","","N","","","","","VOC","","","","","","","","Enter a source file name","","","","WITH","F1","LIKE","","""'DIR'...""","","","","","","0","B2CMAP_SQL"
"B2CMAP.SHRT.FILE","","","","","","","A","","20","","","L","","","","","","","","","","","","B2CMAP.FILES","D","","","3","","","","","20L","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","B2CMAP","B2CMAP_SHRT_FILE","","0","1994-10-10","CT7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","B2CMAP_SQL"
"B2CMAP.TEMP.FILE","","","","","","","A","","20","","","L","","","","N","","","","","","","","B2CMAP.FILES","D","","","2","","","","","20L","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","B2CMAP","B2CMAP_TEMP_FILE","","0","1994-10-10","CT7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","B2CMAP_SQL"
"BATCH.ARGUMENT.DESCS","","","","","","","A","","45","","Argument Description","L","","","","","","","","","","","","BPRCSGP","D","","","72","","","","","45L","","","","","","","","45","","","","","","","","","","","","","","","","","","","","","","BPRCSDEF","BATCH_ARGUMENT_DESCS","","0","1988-07-15","KIM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","BPRCSDEF_SQL"
"BATCH.ARGUMENT.NAMES","","","","","","","A","","20","$UC","Argument Name","L","","","","","","","","","","","","BPRCSGP","K","","","55","","","","","20L","","","","","","","","20","","","","","","","","","","","","","","","","","","","","","","BPRCSDEF","BATCH_ARGUMENT_NAMES","","0","1988-07-08","KIM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","BPRCSDEF_SQL"
"BATCH.CANCEL.HOOK","","","","","","","H","","40","","","L","","","","","","","","","","","","","","","","59","","","","","40L","","","","","","","","46","","","","","","","","","","","","","","","","","","","","","","BPRCSDEF","BATCH_CANCEL_HOOK","","0","1988-07-08","KIM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","BPRCSDEF_SQL"
"BATCH.COMPILE.METHOD","","","","","","","D","","8","","Compilation Method","L","","TRANSLATE","B","","","","","","","","","","","","","140","","","","","8L","","","","","","","","1","","","","","","","You must specify the method of compiling this routine., The current options are 'B' for directly using the, BASIC compiler or 'P' for first using the pre-processor.","","","","","","","","","","","","","","","BPRCSDEF","BATCH_COMPILE_METHOD","","0","1991-01-09","ALEX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","$VR.COMPILE.METHODS","0","BPRCSDEF_SQL"
"BATCH.COMPONENT.TYPE","","","","","","","D","","30","","Component Type","L","","TRANSLATE "" ""","","N","","","","","","","","","","","","71","","","","","30L","","","","","","","","2","","","","","","","This is used to indicate to the generator what type of, component module it is.","","","Component Type","","","","","","","","","","","","BPRCSDEF","BATCH_COMPONENT_TYPE","","0","1988-07-08","KIM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","$VR.BATCH.COMPONENT.TYPES","2","BPRCSDEF_SQL"
"BATCH.CONVERSION.TYPE","","","","","","","A","","10","$UC","Conversion String","L","","","MD2,-","","","","","","","","","BPRCSELM","D","","","102","","","","","10L","","","","","","","","10","","","","","","","When an INFO/BASIC conversion string is entered here, it, overrides the CDD specification","","","OCONV","","","","","","","","","","","","BPRCSDEF","BATCH_CONVERSION_TYPE","","0","1989-04-19","RGH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","BPRCSDEF_SQL"
"BATCH.DATA.EDIT","","","","","","","A","","50","","","L","","","BATCH.DATA=V.VAR1+V.VAR12","","","","","","","","","BPRCSELM","D","","","105","","","","","50L","","","","","","","","50","","","","","","","INFO/BASIC code to develop totals or to create GET_VARIABL, data.","","","Batch Data","","","","","","","","","","","","BPRCSDEF","BATCH_DATA_EDIT","","0","1989-04-20","RGH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","BPRCSDEF_SQL"
"BATCH.DATA.ELEMENTS","","","","","","","A","","28","","[Data Element Name]","L","","","","","","","","","","","","BPRCSELM","K","","","15","","","","","28L","","","","","","","","28","","","","","","","","","","","","","","","","","","","","","","BPRCSDEF","BATCH_DATA_ELEMENTS","","0","1988-07-07","KIM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","BPRCSDEF_SQL"
"BATCH.DELETE.ALLOWED","","","","","","","D","","1","$YN","","L","","","Y","","","","","","","","","","","","","38","","","","","1L","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","BPRCSDEF","BATCH_DELETE_ALLOWED","","0","1988-07-22","RGH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","0","BPRCSDEF_SQL"
"BATCH.ENTRY.HOOK","","","","","","","H","","40","","","L","","","","","","","","","","","","","","","","43","","","","","40L","","","","","","","","46","","","","","","","50","","","","","","","","","","","","","","","BPRCSDEF","BATCH_ENTRY_HOOK","","0","1988-07-08","KIM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","BPRCSDEF_SQL"
"BATCH.EXIT.HOOK","","","","","","","H","","40","","Process Exit Hook","L","","","","","","","","","","","","","","","","60","","","","","40L","","","","","","","","46","","","","","","","","","","","","","","","","","","","","","","BPRCSDEF","BATCH_EXIT_HOOK","","0","1988-07-08","KIM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","BPRCSDEF_SQL"
"BATCH.FILE.LOCKS","","","","","","","L","","15","","","L","","","GL.ACCTS","","","","","","","","","","","","","112","","","","","15L","","","","","","","","15","","","","","","","This is a list of files which are not to be modified by, other processes while this one is running.","","","","","","","","","","","","","","","BPRCSDEF","BATCH_FILE_LOCKS","","0","1989-05-04","RGH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","BPRCSDEF_SQL"
"BATCH.FILE.NAME","","","","","","","D","","32","$UC, IF (EDITED.DATA NE (CRNT.APPLICATION:'.SUBROUTINES')) THEN,    ADD.MODE.ALLOWED = 2,    KEY.LIMIT.LIST = '', $FILE.SPEC.LOOKUP,    IF FSPEC.RETURN.CODE LT 0 THEN,       REPROMPT,    END, END, IF LEN(EDITED.DATA) THEN,    R.FILEINFO = '',    X.FILE.ERROR = '',    X.FILENAME = EDITED.DATA,    CALL @MIO.FILEINFO(X.FILENAME,R.FILEINFO,X.FILE.ERROR,MSG),    IF NOT(X.FILE.ERROR) THEN,       IF (R.FILEINFO<MIO.FILE.TYPE>[1,3] NE 'DIR') THEN,     ERROR.OCCURRED = 1,     MSG = 'File must be suitable for SOURCE code. ':EDITED.DATA:' is ':R.FILEINFO<MIO.FILE.TYPE>,       END,    END ELSE,  ERROR.OCCURRED = 1,    END, END, IF LEN(EDITED.DATA) THEN,    FV.TEMP = EDITED.DATA,    BEGIN CASE,  CASE V.BATCH.COMPILE.METHOD = 'B',     KEY.TEMP = V.BPRCSDEF.ID,  CASE V.BATCH.COMPILE.METHOD = 'P',     IF V.BPRCSDEF.ID[1,2] = 'S_' OR V.BPRCSDEF.ID[1,2] = 'S.' THEN,        KEY.TEMP = 'B_':V.BPRCSDEF.ID[3,999],     END ELSE,   KEY.TEMP = 'B_':V.BPRCSDEF.ID,     END,       CASE 1,     KEY.TEMP = V.BPRCSDEF.ID,    END CASE,    R.TEMP = '',    KV.TEMP = KEY.TEMP,    CALL @MIO.READ.RECORD(MIO.READ.VERIFY,FV.TEMP,KV.TEMP,R.TEMP),    IF (MIO.STATUS NE MIO.STAT.NORMAL) THEN,       WARNING.OCCURRED = 1,  MSG = 'Warning: ':KEY.TEMP:' not currently in file ':EDITED.DATA,    END, END","File Located In","L","","","UT.SUBROUTINES","","","","","","","","","","","","","139","","","","","32L","","","","","","","","32","","","","","","","You must specify what file contains this external routine.","","","","","","","","","","","","","","","BPRCSDEF","BATCH_FILE_NAME","","0","1991-01-09","ALEX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","BPRCSDEF_SQL"
"BATCH.GLOBAL.LOCAL","","","","","","","A","","9","","Global/Local","L","","TRANSLATE ' '","","","","","","","","","","BPRCSELM","D","","","73","","","","","9L","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","BPRCSDEF","BATCH_GLOBAL_LOCAL","","0","1988-07-08","KIM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","$VR.FIELD.SCOPES","0","BPRCSDEF_SQL"
"BATCH.INIT.INSERTS","","","","","","","H","","28","","Initializing Inserts","L","","","$INSERT *>UT.SOURCE>I_FILE.EQUATES","","","","","","","","","","","","","61","","","","","28L","","","","","","","","40","","","","","","","A list of non-executable insert modules needed for this, process to be complete.","","","","","","","","","","","","","","","BPRCSDEF","BATCH_INIT_INSERTS","","0","1990-12-10","RGH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","BPRCSDEF_SQL"
"BATCH.LAST.GENERATOR.USED","","","","","","","D","","9","","Gen Version","L","","IF INDEX(OUTPUT.DATA, ""("", 1) THEN,    OUTPUT.DATA = FIELD(FIELD(OUTPUT.DATA, ""("", 2), "")"", 1), END ELSE,    X.VERSION.INDEX.POS = INDEX(OUTPUT.DATA, 'Version ', 1),    IF X.VERSION.INDEX.POS THEN,       OUTPUT.DATA = OUTPUT.DATA[(X.VERSION.INDEX.POS + 8), 99],    END ELSE,       OUTPUT.DATA = OUTPUT.DATA[9],    END, END","","N","","","","","","","","","","","","66","","","","","9L","","","","","","","","9","","","","","","","","","","","","","","","","","","","","","","BPRCSDEF","BATCH_LAST_GENERATOR_USED","","0","1988-07-08","KIM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","BPRCSDEF_SQL"
"BATCH.MENU.MNEMONIC","","","","","","","D","","4","","Menu","L","","","","","","","","","","","","","","","","63","","","","","4L","","","","","","","","6","","","","","","","","","","","","","","","","","","","","","","BPRCSDEF","BATCH_MENU_MNEMONIC","","0","1988-07-15","KIM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","BPRCSDEF_SQL"
"BATCH.POSTWRITE.HOOK","","","","","","","H","","40","","","L","","","","","","","","","","","","","","","","44","","","","","40L","","","","","","","","40","","","","","","","","","","","","","","","","","","","","","","BPRCSDEF","BATCH_POSTWRITE_HOOK","","0","1988-07-08","KIM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","BPRCSDEF_SQL"
"BATCH.PRCS.CATALOG.TYPE","","","","","","","D","","20","","Catalog Disposition","L","","TRANSLATE ' '","A","","","","","","","","","","","","","70","","","","","20L","","","","","","","","1","","","","","","","This field tells the generators how to catalog the, process.","","","","","","","","","","","","","","","BPRCSDEF","BATCH_PRCS_CATALOG_TYPE","","0","1988-07-08","KIM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","$VR.PROCESS.CATALOG.TYPES","0","BPRCSDEF_SQL"
